序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
7622,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,8,臺中市,西屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,1,4,4,2,16,43,3,10,3,4,C03,7,15,1,10,2,11,,43,43,1,22,8,C03,120.61716,24.174172,2
7623,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,8,臺中市,沙鹿區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,27,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,5,8,C03,120.566022,24.248676,2
7624,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,10,臺中市,神岡區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.677065,24.265431,3
7625,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,13,臺中市,北屯區,0,2,0,8,1,5,40,3,2,1,5,4,5,7,1,1,1,4,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.665781,24.182774,2
7626,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,13,臺中市,太平區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,19,2,7,1,1,C03,7,1,2,18,1,14,,19,19,1,5,8,C03,120.725034,24.108008,2
7627,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,13,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,17,19,2,9,1,1,C03,7,1,1,10,2,14,,19,19,1,21,8,C03,120.724105,24.130638,2
7628,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,14,臺中市,新社區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,5,1,10,2,12,,25,25,1,20,9,C03,120.803272,24.219363,2
7629,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,16,臺中市,北區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,4,4,10,4,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.692421,24.155877,2
7630,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,17,臺中市,大雅區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,9,4,5,1,17,44,3,10,1,1,B03,7,6,1,8,2,8,,44,44,1,22,9,B03,120.672954,24.210963,2
7631,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,20,臺中市,梧棲區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,1,15,6,2,9,3,4,C03,7,9,1,10,2,12,,6,6,1,22,8,C03,120.547314,24.233319,2
7632,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,20,臺中市,東勢區,0,1,0,8,1,5,50,8,9,1,5,4,5,7,4,4,2,4,5,1,12,7,3,10,1,1,B03,7,8,1,8,2,2,,7,7,1,21,9,B03,120.821943,24.261314,2
7633,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,21,臺中市,南屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,43,,,,,B03,,,1,,11,,,43,,1,22,,B03,120.636847,24.138136,3
7634,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,21,臺中市,豐原區,0,1,0,8,1,5,50,3,6,1,5,4,5,7,1,1,1,4,5,2,17,7,3,10,1,1,B03,7,5,1,8,2,2,,44,7,1,21,8,B03,120.719172,24.257736,2
7635,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,22,臺中市,大安區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,B03,7,9,1,8,2,4,,6,6,1,4,1,B03,120.591743,24.379018,2
7636,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,25,臺中市,大雅區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,23,2,8,1,1,F03,7,15,8,20,2,16,,23,23,1,22,8,F03,120.621845,24.235481,2
7637,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,26,臺中市,潭子區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,12,,8,8,1,22,8,C03,120.722619,24.204066,2
7638,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,26,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,44,,,,,B03,,,1,,10,,,44,44,1,22,,B03,120.629527,24.348185,3
7639,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,27,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,21,,B03,120.71962,24.180054,3
7640,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,28,臺中市,東區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,3,4,C04,7,9,1,8,2,12,,6,6,1,5,8,C04,120.68045,24.128893,2
7641,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,30,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,44,,,,,B03,,,1,,1,,,44,44,1,22,,B03,120.663979,24.200782,3
7642,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,30,臺中市,沙鹿區,0,1,0,8,1,5,50,15,9,1,5,4,5,7,4,4,4,4,4,2,17,35,3,10,1,1,A12,7,9,1,7,9,15,,35,35,1,10,3,A12,120.574211,24.239447,2
7643,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,31,臺中市,南區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,C03,7,5,1,10,2,11,,23,23,1,22,8,C03,120.666824,24.119158,2
7644,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,31,臺中市,清水區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,8,3,4,1,16,6,2,9,1,1,C03,7,5,1,10,2,14,,6,6,1,21,8,C03,120.575436,24.269143,2
7645,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,32,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,16,6,2,9,3,4,C03,7,9,1,10,2,12,,6,6,1,21,8,C03,120.669844,24.141177,2
7646,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,32,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,16,19,3,10,1,1,B03,7,1,3,18,2,4,,19,19,1,22,8,B03,120.614391,24.153459,2
7647,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,35,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B02,,,1,,1,,,7,,1,22,,B02,120.659684,24.192971,3
7648,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,35,臺中市,沙鹿區,0,1,0,8,1,5,50,15,9,1,2,4,5,7,4,4,4,4,5,2,17,35,3,10,1,1,A12,7,9,1,7,9,15,,35,35,1,10,3,A12,120.574563,24.23931,2
7649,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,37,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,1,16,8,2,9,1,4,C03,7,5,1,10,2,14,,8,8,1,4,8,C03,120.66644,24.17482,2
7650,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,37,臺中市,梧棲區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,4,4,2,17,19,3,10,1,1,B03,7,1,1,8,2,8,,19,19,1,4,8,B03,120.536155,24.259132,2
7651,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,38,臺中市,東區,0,1,0,8,2,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,17,42,3,10,3,4,B12,7,15,1,8,2,15,,42,42,1,5,8,B12,120.69274,24.13269,2
7652,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,38,臺中市,清水區,0,1,0,8,1,5,90,10,9,1,5,4,5,7,4,4,8,1,4,1,13,23,3,10,1,1,B03,7,9,1,14,2,1,,23,23,1,21,8,B03,120.553015,24.296798,2
7653,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,40,臺中市,潭子區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.708649,24.231206,3
7654,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,40,臺中市,北屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,16,,,,,B03,,,4,,1,,,16,16,1,21,,B03,120.722358,24.187866,3
7655,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,40,臺中市,龍井區,0,0,0,,,,30,,,,,,,,,,,,,,,17,,,,,B02,,,1,,2,,,17,,1,5,,B02,120.589737,24.18274,3
7656,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,40,臺中市,沙鹿區,0,1,0,8,1,5,50,14,7,1,2,4,5,7,4,4,5,5,4,2,17,37,2,9,1,1,C03,7,9,1,10,2,14,,44,37,1,9,1,C03,120.576159,24.238315,2
7657,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,40,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,,,3
7658,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,41,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.64682,24.150281,3
7659,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,41,臺中市,沙鹿區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,14,12,3,10,1,1,B03,7,2,1,8,2,3,,12,12,1,22,8,B03,120.567478,24.226287,2
7660,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,41,臺中市,清水區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,8,3,4,1,16,9,3,10,1,1,B03,7,6,1,8,2,2,,9,9,1,21,8,B03,120.574806,24.267533,2
7661,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,44,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,5,1,1,B03,7,9,1,8,2,5,,6,6,1,22,9,B03,120.695966,24.156814,2
7662,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,45,臺中市,大里區,0,3,0,8,1,5,40,14,9,1,5,4,5,7,4,4,10,5,5,1,16,6,2,9,1,1,C03,7,5,1,10,2,14,,6,6,1,22,8,C03,120.695641,24.119533,2
7663,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,46,臺中市,梧棲區,0,0,0,8,,,70,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.545189,24.227584,3
7664,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,50,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,43,,,,,B03,,,1,,2,,,43,,1,22,,B03,120.685514,24.201298,3
7665,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,51,臺中市,北區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,1,4,4,2,13,23,2,9,1,1,C03,7,9,1,10,1,12,,23,23,1,5,8,C03,120.672725,24.168041,2
7666,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,52,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,C03,,,1,,2,,,19,,1,22,,C03,120.692952,24.154792,3
7667,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,55,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.658981,24.142167,3
7668,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,55,臺中市,烏日區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,2,10,5,5,2,16,25,3,10,1,1,B03,7,9,1,8,2,8,,25,25,1,21,8,B03,120.612576,24.102969,2
7669,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,55,臺中市,沙鹿區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,18,,,,,B03,,,1,,2,,,18,,1,22,,B03,120.578311,24.2212,3
7670,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,56,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,23,3,10,3,4,C03,7,9,6,18,2,11,,23,23,1,22,8,C03,120.646866,24.148969,2
7671,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,0,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,67,,1,,,,120.693551,24.146332,3
7672,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,0,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.67334,24.130464,3
7673,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,0,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,12,,6,6,1,22,8,C03,120.653016,24.139489,2
7674,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,0,臺中市,豐原區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.72232,24.256687,2
7675,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,1,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,3,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,22,9,B03,120.616891,24.188607,2
7676,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,1,臺中市,烏日區,0,1,0,8,1,5,70,3,1,1,5,4,5,7,2,1,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,3,,9,9,1,18,8,B03,120.611197,24.10757,2
7677,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,4,臺中市,大里區,0,0,0,8,,,60,,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,16,,1,22,,C03,120.667261,24.105268,3
7678,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,5,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,67,,,,,,,,,,,,,67,,1,,,,120.705558,24.087597,3
7679,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,5,臺中市,烏日區,0,2,0,8,1,5,60,3,1,1,5,4,5,7,1,1,10,5,5,2,17,25,3,10,1,1,B03,7,9,1,8,2,7,,25,25,1,9,8,B03,120.644638,24.059651,2
7680,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,6,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,10,3,10,3,4,B03,7,11,1,8,2,5,,10,10,1,22,8,B03,120.641848,24.1698,2
7681,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,6,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,21,,C03,120.715923,24.149224,3
7682,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,7,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,C03,,,1,,1,,,6,,1,22,,C03,120.654575,24.138432,3
7683,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,10,臺中市,南屯區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,5,2,5,2,16,25,3,10,3,4,B03,7,9,1,8,2,4,,25,25,1,22,8,B03,120.622108,24.140336,2
7684,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,10,臺中市,霧峰區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,16,9,3,10,3,4,B03,7,6,1,8,2,5,,9,9,1,2,8,B03,120.662522,24.072078,2
7685,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,10,臺中市,烏日區,0,0,0,8,,,40,,,,,,,,,,,,,,,18,,,,,B12,,,1,,2,,,18,18,1,22,,B12,120.632697,24.103916,3
7686,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,10,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,5,4,2,16,8,2,9,1,1,C03,7,5,1,10,2,14,13,8,8,1,21,1,C03,120.700459,24.24576,2
7687,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,11,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,C03,,,1,,11,,,42,44,1,21,,C03,120.655854,24.155431,3
7688,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,13,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,3,4,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.671268,24.173885,2
7689,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,14,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,8,,,,,B03,,,1,,1,,,44,8,1,22,,B03,120.631748,24.125647,3
7690,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,18,臺中市,烏日區,0,2,0,8,1,5,70,3,2,1,5,4,5,7,2,1,10,5,5,2,12,16,2,9,1,1,C03,7,9,1,10,2,12,,16,16,1,21,1,C03,120.59435,24.112775,2
7691,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,20,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.715897,24.165147,3
7692,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,20,臺中市,龍井區,0,0,0,,,,50,,,,,,,,,,,,,,,25,,,,,C03,,,1,,1,,,25,,1,5,,C03,120.585716,24.185847,3
7693,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,22,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,11,,,17,,1,21,,B03,120.656076,24.155448,3
7694,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,26,臺中市,清水區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,21,,B03,120.549418,24.275287,3
7695,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,30,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,23,,1,20,,C03,120.668644,24.131561,3
7696,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,30,臺中市,霧峰區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,,,,,B12,,,1,,2,,,16,,1,12,,B12,120.695408,24.066003,3
7697,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,36,臺中市,西屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,12,8,C03,120.644471,24.17492,2
7698,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,40,臺中市,清水區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.565164,24.292015,3
7699,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,42,臺中市,北屯區,0,1,0,8,2,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,3,10,1,1,C03,7,4,1,10,2,14,,1,1,1,9,8,C03,120.697494,24.170197,2
7700,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,42,臺中市,外埔區,0,0,0,7,3,5,50,14,9,1,5,4,5,7,1,4,9,5,5,1,11,26,,,,,B03,,,1,,2,,,26,,1,4,,B03,,,3
7701,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,48,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,,,,,,,,,,,,,43,,1,,,,120.661551,24.173793,3
7702,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,50,臺中市,大里區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,9,5,4,1,16,19,3,10,1,1,B03,7,1,1,8,2,5,,19,19,1,5,8,B03,120.674255,24.097781,2
7703,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,50,臺中市,大肚區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,43,23,1,4,,C03,,,3
7704,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,53,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,12,7,2,9,3,4,C03,7,8,1,10,2,13,,7,7,1,22,8,C03,120.646422,24.137558,2
7705,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,54,臺中市,太平區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,27,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,4,8,C03,120.714488,24.139359,2
7706,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,18,55,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,4,1,17,16,3,10,1,1,C03,7,9,1,10,1,11,,16,16,1,1,9,C03,120.648127,24.169515,2
7707,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,0,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,13,23,3,10,1,1,B03,7,15,1,8,2,5,,23,23,1,22,8,B03,120.615468,24.189164,2
7708,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,0,臺中市,后里區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,C03,7,1,2,18,2,12,,6,6,1,16,8,C03,120.682073,24.315654,2
7709,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,1,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.665512,24.218487,3
7710,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,1,臺中市,龍井區,0,2,0,8,2,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,7,1,1,C03,7,5,1,10,2,11,,6,6,1,5,5,C03,120.638093,24.107787,2
7711,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,5,臺中市,清水區,0,2,0,8,3,5,30,4,9,1,5,4,5,7,4,4,8,3,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.55556,24.282418,2
7712,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,10,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,1,17,23,3,10,1,4,B03,7,9,1,8,2,1,,23,23,1,4,8,B03,120.627214,24.18158,2
7713,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,13,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,17,,1,22,,B03,120.629064,24.162843,3
7714,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,13,臺中市,霧峰區,0,0,0,8,,,40,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,12,,B03,120.662944,24.063028,3
7715,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,14,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,8,,10,,,42,,1,22,,B03,120.72593,24.251517,3
7716,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,20,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,11,,B03,120.60887,24.18398,3
7717,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,29,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,9,,,,,B03,,,1,,1,,,9,,1,22,,B03,120.635711,24.143383,3
7718,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,30,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.615268,24.182938,3
7719,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,31,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,6,,1,,,12,,1,22,,B12,120.649418,24.149936,3
7720,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,40,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.624132,24.135898,3
7721,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,40,臺中市,沙鹿區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,9,4,5,1,17,4,3,10,1,1,C03,7,11,1,10,2,15,,4,4,1,22,8,C03,120.587361,24.249836,2
7722,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,40,臺中市,豐原區,0,0,0,8,,,40,,,,,,,,,,,,,,,17,,,,,B03,,,1,,9,,,17,,1,22,,B03,120.720799,24.240796,3
7723,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,45,臺中市,烏日區,0,0,0,8,,,70,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,,,3
7724,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,19,49,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,,1,22,,B03,120.637374,24.151647,3
7725,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,20,0,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,4,,B03,,,3
7726,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,20,10,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,C03,,,1,,1,,,42,,1,11,,C03,120.631554,24.170523,3
7727,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,20,12,臺中市,后里區,0,2,0,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,7,1,1,C02,7,9,4,10,2,12,,6,6,1,22,8,C02,120.725928,24.305515,2
7728,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,20,15,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,1,17,16,2,7,1,4,C03,7,9,1,10,2,11,,16,16,1,4,8,C03,120.642083,24.171949,2
7729,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,20,16,臺中市,中區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,12,27,2,9,3,4,C03,7,6,1,10,2,12,,27,27,1,21,8,C03,120.68111,24.136835,2
